Gene,Env
LAMC2,excercise
LARS2,excercise
LASP1,excercise
LBP,excercise
LCE1D,excercise
LCT,excercise
LDB3,excercise
LDLR,excercise
LDLRAP1,excercise
LEP,excercise
LEPR,excercise
LHCGR,excercise
LHFP,excercise
LHFPL5,excercise
LIG4,excercise
LINC-PINT,excercise
LIPC,excercise
LIPT1,excercise
LLGL2,excercise
LMBRD1,excercise
LMNA,excercise
LMNB2,excercise
LOC100289168,excercise
LOC100289233,excercise
LOC100289398,excercise
LOC100289553,excercise
LOC100533723,excercise
LOC100652931,excercise
LOC101929679,excercise
LOC105376512,excercise
LOC105377223,excercise
LOC105377329,excercise
LOC107987344,excercise
LOC388210,excercise
LOC729065,excercise
LOXHD1,excercise
LOXL1,excercise
LPA,excercise
LPHN3,excercise
LPL,excercise
LPP,excercise
LRP1,excercise
LRP4,excercise
LRP5,excercise
LRPPRC,excercise
LRRC43,excercise
LRRK2,excercise
LRTOMT,excercise
LSAMP,excercise
LSP1,excercise
LTA,excercise
LTBP2,excercise
LUM,excercise
LYZL2,excercise
LZTFL1,excercise
LZTS1,excercise
MACC1,excercise
MACROD2,excercise
MAD1L1,excercise
MADCAM1,excercise
MAGEL2,excercise
MAGI2,excercise
MAGT1,excercise
MAK,excercise
MAOA,excercise
MAOB,excercise
MAP2K1,excercise
MAP2K2,excercise
MAP2K5,excercise
MAP3K1,excercise
MAPK1,excercise
MAPK10,excercise
MAPT,excercise
MARVELD2,excercise
MAT1A,excercise
MAX,excercise
MBL2,excercise
MC1R,excercise
MC2R,excercise
MC3R,excercise
MC4R,excercise
MCM6,excercise
MCM8,excercise
MCOLN1,excercise
MCT8,excercise
MDGA1,excercise
MDGA2,excercise
MDM2,excercise
MDM4,excercise
MECP2,excercise
MECR,excercise
MEF2C,excercise
MEFV,excercise
MEIS1,excercise
MEN1,excercise
MET,excercise
METTL23,excercise
MFN2,excercise
MFSD8,excercise
MGLL,excercise
MGMT,excercise
MGST1,excercise
MIB1,excercise
MICA,excercise
MIR1185-2,excercise
MIR4761,excercise
MIR662,excercise
MIR6766,excercise
MIR96,excercise
MITF,excercise
MKLN1,excercise
MLH1,excercise
MLH3,excercise
MLLT10,excercise
MMAA,excercise
MMAB,excercise
MMACHC,excercise
MMADHC,excercise
MME,excercise
MMEL1,excercise
MMP1,excercise
MMP11,excercise
MMP12,excercise
MMP13,excercise
MMP2,excercise
MMP3,excercise
MMP7,excercise
MMP9,excercise
MOCS1,excercise
MOCS2,excercise
MPL,excercise
MPO,excercise
MPP2,excercise
MPZ,excercise
MRAP2,excercise
MRE11A,excercise
MRPL3,excercise
MRS2,excercise
MSANTD1,excercise
MSH2,excercise
MSH3,excercise
MSH5,excercise
MSH6,excercise
MSLN,excercise
MSMB,excercise
MSRB3,excercise
MSTN,excercise
MT-ATP6,excercise
MT-ATP8,excercise
MT-CO1,excercise
MT-CO2,excercise
MT-CO3,excercise
MT-CYB,excercise
MT-ND1,excercise
MT-ND2,excercise
MT-ND3,excercise
MT-ND4,excercise
MT-ND4L,excercise
MT-ND5,excercise
MT-ND6,excercise
MT-RNR1,excercise
MT-RNR2,excercise
MT-TA,excercise
MT-TC,excercise
MT-TD,excercise
MT-TE,excercise
MT-TF,excercise
MT-TG,excercise
MT-TH,excercise
MT-TI,excercise
MT-TK,excercise
MT-TL1,excercise
MT-TL2,excercise
MT-TM,excercise
MT-TN,excercise
MT-TP,excercise
MT-TQ,excercise
MT-TR,excercise
MT-TS1,excercise
MT-TS2,excercise
MT-TT,excercise
MT-TV,excercise
MT-TW,excercise
MT-TY,excercise
MTHFD1,excercise
MTHFD1L,excercise
MTHFR,excercise
MTHFS,excercise
MTHFSD,excercise
MTMR2,excercise
MTNR1A,excercise
MTNR1B,excercise
MTOR,excercise
MTR,excercise
MTRR,excercise
MTTP,excercise
MUC1,excercise
MUC5AC,excercise
MUC5B,excercise
MUT,excercise
MUTYH,excercise
MVK,excercise
MXRA5P1,excercise
MYBPC3,excercise
MYC,excercise
MYCBP2,excercise
MYH11,excercise
MYH14,excercise
MYH15,excercise
MYH6,excercise
MYH7,excercise
MYH9,excercise
MYL2,excercise
MYL3,excercise
MYLK,excercise
MYLK2,excercise
MYO15A,excercise
MYO18B,excercise
MYO1A,excercise
MYO1E,excercise
MYO3A,excercise
MYO6,excercise
MYO7A,excercise
MYOC,excercise
MYOT,excercise
NAA10,excercise
NADSYN1,excercise
NAGPA,excercise
NALCN,excercise
NAT1,excercise
NAT2,excercise
NAT8,excercise
NBEAL2,excercise
NBN,excercise
NBPF3,excercise
NCAM1,excercise
NCAN,excercise
NCF4,excercise
NDP,excercise
NDRG1,excercise
NDST1,excercise
NDST2,excercise
NDST3,excercise
NDST4,excercise
NDUFS3,excercise
NECAP1,excercise
NEFL,excercise
NEIL2,excercise
NEU1,excercise
NF1,excercise
NF2,excercise
NFE2L2,excercise
NFIA,excercise
NFKB1,excercise
NFKBIA,excercise
NFKBIL1,excercise
NGF,excercise
NGLY1,excercise
NINJ2,excercise
NIPBL,excercise
NLGN4Y,excercise
NLRP1,excercise
NLRP12,excercise
NLRP3,excercise
NOD2,excercise
NOS1,excercise
NOS1AP,excercise
NOS2,excercise
NOS3,excercise
NOTCH1,excercise
NOX4,excercise
NPAS2,excercise
NPC1,excercise
NPC1L1,excercise
NPHS1,excercise
NPHS2,excercise
NPPA,excercise
NPPB,excercise
NPR3,excercise
NPTN,excercise
NPY,excercise
NQO1,excercise
NR0B1,excercise
NR1H3,excercise
NR1I2,excercise
NR1I3,excercise
NR2F2,excercise
NR3C1,excercise
NR3C2,excercise
NR4A2,excercise
NR4A3,excercise
NR5A1,excercise
NRG1,excercise
NRP1,excercise
NRXN1,excercise
NRXN3,excercise
NSD1,excercise
NSMCE3,excercise
NT5DC3,excercise
NTF3,excercise
NTF4,excercise
NTRK1,excercise
NTRK2,excercise
NUDT1,excercise
NUDT15,excercise
NUDT9,excercise
NUP153,excercise
NUTF2,excercise
OAS1,excercise
OBFC1,excercise
OBSCN,excercise
OCA2,excercise
OFD1P6Y,excercise
OGDHL,excercise
OGG1,excercise
OPMR1,excercise
OPN1LW,excercise
OPN1MW,excercise
OPN1SW,excercise
OPRD1,excercise
OPRM1,excercise
OPTN,excercise
OR10A2,excercise
OR6A2,excercise
OR7D4,excercise
OR7E24,excercise
OR7G3,excercise
ORM1,excercise
ORM2,excercise
ORMDL3,excercise
OSGIN1,excercise
OTC,excercise
OTOA,excercise
OTOF,excercise
OTOGL,excercise
OXT,excercise
OXTR,excercise
P2RX2,excercise
P2RX4,excercise
P2RY11,excercise
P2RY5,excercise
PABPN1,excercise
PADI3,excercise
PADI4,excercise
PADI6,excercise
PAH,excercise
PALB2,excercise
PALLD,excercise
PANK2,excercise
PARK2,excercise
PARK7,excercise
PAX2,excercise
PAX3,excercise
PAX5,excercise
PAX9,excercise
PCBD1,excercise
PCDH11X,excercise
PCDH11Y,excercise
PCDH15,excercise
PCDH19,excercise
PCDH7,excercise
PCSK1,excercise
PCSK6,excercise
PCSK9,excercise
PCYT1A,excercise
PDCD10,excercise
PDE4A,excercise
PDE4B,excercise
PDE4C,excercise
PDE4D,excercise
PDE9A,excercise
PDHA1,excercise
PDHX,excercise
PDX1,excercise
PDZD7,excercise
PEMT,excercise
PER1,excercise
PER2,excercise
PET100,excercise
PEX1,excercise
PEX10,excercise
PEX7,excercise
PFKP,excercise
PGAM2,excercise
PGBD1,excercise
PGM1,excercise
PGR,excercise
PGRMC1,excercise
PHEX,excercise
PHGDH,excercise
PHIP,excercise
PHKB,excercise
PHKG2,excercise
PIEZO1,excercise
PIEZO2,excercise
PIGA,excercise
PIGN,excercise
PIK3R1,excercise
PINK1,excercise
PITX1,excercise
PITX2,excercise
PKD1,excercise
PKD1L3,excercise
PKD2,excercise
PKHD1,excercise
PKIA,excercise
PKNOX2,excercise
PKP2,excercise
PLA2G6,excercise
PLB1,excercise
PLCB1,excercise
PLCE1,excercise
PLD3,excercise
PLIN1,excercise
PLIN4,excercise
PLN,excercise
PLOD1,excercise
PLTP,excercise
PLXNA4,excercise
PLXNB3,excercise
PLXND1,excercise
PMEL,excercise
PMF1,excercise
PMM2,excercise
PMP22,excercise
PMS1,excercise
PMS2,excercise
PNISR,excercise
PNKP,excercise
PNMT,excercise
PNPLA3,excercise
PNPO,excercise
PNPT1,excercise
PODXL,excercise
POLD1,excercise
POLE,excercise
POLG,excercise
POLR1C,excercise
POLR1D,excercise
POLR3B,excercise
POMC,excercise
POMT1,excercise
PON1,excercise
PON2,excercise
PON3,excercise
POP1,excercise
POR,excercise
POT1,excercise
POU3F2,excercise
POU3F4,excercise
POU4F3,excercise
PPAR,excercise
PPARA,excercise
PPARG,excercise
PPARGC1A,excercise
PPARGC1B,excercise
PPFIBP2,excercise
PPP1CB,excercise
PPP2R5D,excercise
PPT1,excercise
PRCP,excercise
PRDM14,excercise
PRDM16,excercise
PRDM9,excercise
PRF1,excercise
PRICKLE1,excercise
PRICKLE2,excercise
PRKAG2,excercise
PRKCA,excercise
PRKCG,excercise
PRKCH,excercise
PRKCQ,excercise
PRKG1,excercise
PRKX,excercise
PRKY,excercise
PRM1,excercise
PRMT7,excercise
PRNP,excercise
PROC,excercise
PRODH,excercise
PROM1,excercise
PROS1,excercise
PRPS1,excercise
PRRC2A,excercise
PRRC2CP1,excercise
PRRT2,excercise
PRSS1,excercise
PRTFDC1,excercise
PSEN1,excercise
PSEN2,excercise
PSG2,excercise
PTEN,excercise
PTGER2,excercise
PTGIS,excercise
PTGS1,excercise
PTGS2,excercise
PTPN11,excercise
PTPN18,excercise
PTPN2,excercise
PTPN22,excercise
PTPRC,excercise
PTPRD,excercise
PTPRO,excercise
PTPRQ,excercise
PTPRR,excercise
PTPRT,excercise
PTS,excercise
PVRL2,excercise
PXK,excercise
PYGM,excercise
QDPR,excercise
QRICH2,excercise
RAB11FIP2,excercise
RAB27A,excercise
RAB32,excercise
RAB6B,excercise
RAD50,excercise
RAD51C,excercise
RAD51D,excercise
RAD51L1,excercise
RAD52,excercise
RAF1,excercise
RANBP1,excercise
RAP1A,excercise
RAPSN,excercise
RARG,excercise
RARRES2,excercise
RASGRP1,excercise
RASSF1,excercise
RB1,excercise
RBFOX1,excercise
RBPJ,excercise
RCAN1,excercise
RDH12,excercise
RDX,excercise
REL,excercise
RELN,excercise
RET,excercise
RFTN1P1,excercise
RFWD3,excercise
RGS1,excercise
RGS2,excercise
RGS4,excercise
RGS6,excercise
RGS7,excercise
RGS9,excercise
RHCE,excercise
RHD,excercise
RHO,excercise
RHOD,excercise
RIMS1,excercise
RIPK1,excercise
RIPK2,excercise
RLN3,excercise
RMRP,excercise
RN18S2P,excercise
RNASEH2CP1,excercise
RNASEL,excercise
RNLS,excercise
RORA,excercise
RPE65,excercise
RPL21,excercise
RPS4Y1,excercise
RPS4Y2,excercise
RPS6KA4,excercise
RRM2B,excercise
RTEL1,excercise
RUNDC3B,excercise
RUNX1,excercise
RWDD3,excercise
RXRG,excercise
RYR1,excercise
RYR2,excercise
RYR3,excercise
SACS,excercise
SAMM50,excercise
SARDH,excercise
SART1,excercise
SBF2,excercise
SCARB1,excercise
SCG3,excercise
SCN10A,excercise
SCN11A,excercise
SCN1A,excercise
SCN1B,excercise
SCN2A,excercise
SCN2B,excercise
SCN3A,excercise
SCN3B,excercise
SCN4A,excercise
SCN4B,excercise
SCN5A,excercise
SCN7A,excercise
SCN8A,excercise
SCN9A,excercise
SCO2,excercise
SCYL1BP1,excercise
SDC2,excercise
SDHAF2,excercise
SDHB,excercise
SDHC,excercise
SDHD,excercise
SEC11B,excercise
SEC61B,excercise
SELE,excercise
SELL,excercise
SEMA3E,excercise
SEPSECS,excercise
SERBP1P2,excercise
SERPINA1,excercise
SERPINA3,excercise
SERPINC1,excercise
SERPINE1,excercise
SERPINF1,excercise
SERPING1,excercise
SETD1A,excercise
SEZ6,excercise
SEZ6L,excercise
SF3B1,excercise
SFR1,excercise
SGCA,excercise
SGCB,excercise
SGCZ,excercise
SGLT1,excercise
SGSH,excercise
SH2B3,excercise
SH2D1A,excercise
SH2D2A,excercise
SH3TC2,excercise
SHANK2,excercise
SHANK3,excercise
SHBG,excercise
SHFM1,excercise
SHISA6,excercise
SHMT1,excercise
SHMT2,excercise
SHOX,excercise
SHROOM2P1,excercise
SHROOM3,excercise
SI,excercise
SIGLEC5,excercise
SIGMAR1,excercise
SIK1,excercise
SIPA1,excercise
SIRT1,excercise
SIX1,excercise
SIX5,excercise
SKOR1,excercise
SLC12A3,excercise
SLC12A5,excercise
SLC12A6,excercise
SLC13A5,excercise
SLC14A1,excercise
SLC15A2,excercise
SLC16A11,excercise
SLC17A5,excercise
SLC17A8,excercise
SLC18A1,excercise
SLC18A2,excercise
SLC19A1,excercise
SLC1A2,excercise
SLC22A1,excercise
SLC22A3,excercise
SLC22A4,excercise
SLC22A5,excercise
SLC24A4,excercise
SLC24A5,excercise
SLC25A12,excercise
SLC25A13,excercise
SLC25A22,excercise
SLC25A4,excercise
SLC26A2,excercise
SLC26A4,excercise
SLC26A5,excercise
SLC28A3,excercise
SLC2A1,excercise
SLC2A9,excercise
SLC30A8,excercise
SLC34A3,excercise
SLC35A2,excercise
SLC37A4,excercise
SLC38A1,excercise
SLC39A2,excercise
SLC39A4,excercise
SLC3A1,excercise
SLC45A2,excercise
SLC4A1,excercise
SLC4A11,excercise
SLC4A5,excercise
SLC5A2,excercise
SLC5A5,excercise
SLC6A1,excercise
SLC6A18,excercise
SLC6A2,excercise
SLC6A3,excercise
SLC6A4,excercise
SLC6A6,excercise
SLC6A8,excercise
SLC7A5,excercise
SLC7A6,excercise
SLC8A1,excercise
SLC9A9,excercise
SLCO1B1,excercise
SLCO1B3,excercise
SLCO2A1,excercise
SLITRK1,excercise
SLPI,excercise
SMAD1,excercise
SMAD2,excercise
SMAD3,excercise
SMAD4,excercise
SMAD5,excercise
SMAD6,excercise
SMAD7,excercise
SMAD9,excercise
SMARCAD1,excercise
SMARCB1,excercise
SMCHD1,excercise
SMN1,excercise
SMN2,excercise
SMOC2,excercise
SMOX,excercise
SMPD1,excercise
SMPX,excercise
SNAI2,excercise
SNAP25,excercise
SNCA,excercise
SNED1,excercise
SNX10,excercise
SNX19,excercise
SNX9,excercise
SOAT1,excercise
SOCS1,excercise
SOCS2,excercise
SOCS3,excercise
SOCS4,excercise
SOCS5,excercise
SOCS6,excercise
SOCS7,excercise
SOD1,excercise
SOD2,excercise
SOD3,excercise
SORCS2,excercise
SORL1,excercise
SORT1,excercise
SOS1,excercise
SOST,excercise
SOX10,excercise
SOX3,excercise
SOX5,excercise
SPAST,excercise
SPEF2,excercise
SPI1,excercise
SPIB,excercise
SPINK5,excercise
SPR,excercise
SPRED2,excercise
SPSB4,excercise
SPTA1,excercise
SPTAN1,excercise
SPTLC1,excercise
SRD5A2,excercise
SREBF1,excercise
SRGAP2,excercise
SRGAP2C,excercise
SRRM2,excercise
SRSF5,excercise
SRSF6,excercise
SRY,excercise
SSAT,excercise
SSTR4,excercise
SSUH2,excercise
ST3GAL3,excercise
ST3GAL4,excercise
STAG3,excercise
STAR,excercise
STAT3,excercise
STAT4,excercise
STAT5A,excercise
STAT5B,excercise
STK11,excercise
STOX1,excercise
STRC,excercise
STSP1,excercise
STX4,excercise
STXBP1,excercise
SULT1A1,excercise
SULT2A1,excercise
SUMF1,excercise
SUOX,excercise
SUPT3H,excercise
SURF1,excercise
SV2A,excercise
SYNGAP1,excercise
SYPL2,excercise
SYT14,excercise
SYT4,excercise
SZT2,excercise
TAB2,excercise
TACO1,excercise
TAF1,excercise
TAGAP,excercise
TANC1,excercise
TAP2,excercise
TARBP1,excercise
TARDBP,excercise
TAS1R,excercise
TAS1R3,excercise
TAS2R38,excercise
TAZ,excercise
TBC1D2,excercise
TBC1D24,excercise
TBC1D4,excercise
TBCE,excercise
TBL1Y,excercise
TBX15,excercise
TBX21,excercise
TBX22,excercise
TBX5,excercise
TBXAS1,excercise
TCF7L2,excercise
TCHH,excercise
TCN1,excercise
TCN2,excercise
TCOF1,excercise
TCTN2,excercise
TDP2,excercise
TECR,excercise
TECTA,excercise
TEK,excercise
TENM2,excercise
TENM4,excercise
TERC,excercise
TERT,excercise
TESC,excercise
TET2,excercise
TF,excercise
TFAM,excercise
TFR2,excercise
TG,excercise
TGFB1,excercise
TGFB2,excercise
TGFB3,excercise
TGFBI,excercise
TGFBR1,excercise
TGFBR2,excercise
TGFBRAP1,excercise
TGIF2LY,excercise
TH,excercise
Thrb,excercise
THSD1,excercise
THSD7B,excercise
TIMELESS,excercise
TIMP2,excercise
TIPARP,excercise
TJP2,excercise
TK2,excercise
TLE3,excercise
TLE6,excercise
TLN2,excercise
TLR1,excercise
TLR2,excercise
TLR3,excercise
TLR4,excercise
TLR6,excercise
TMC1,excercise
TMEM230,excercise
TMEM43,excercise
TMIE,excercise
TMPRSS3,excercise
TMPRSS6,excercise
TNC,excercise
TNF,excercise
TNFAIP3,excercise
TNFRSF10A,excercise
TNFRSF1A,excercise
TNFSF13B,excercise
TNFSF15,excercise
TNK2,excercise
TNMD,excercise
TNNC1,excercise
TNNI3,excercise
TNNT2,excercise
TNP1,excercise
TNXB,excercise
TOLLIP,excercise
TOMM40,excercise
TOP3B,excercise
TOR1A,excercise
TP53,excercise
TPCN1,excercise
TPCN2,excercise
TPD52,excercise
TPH1,excercise
TPH2,excercise
TPM1,excercise
TPMT,excercise
TPO,excercise
TPP1,excercise
TPRN,excercise
TRA,excercise
TRAC,excercise
TRAF1,excercise
TRAF3IP2,excercise
TRAF3IP2-AS1,excercise
TRAF6,excercise
TRANK1,excercise
TREM1,excercise
TREM2,excercise
TRIB2,excercise
TRIM2,excercise
TRIM29,excercise
TRIM5,excercise
TRIOBP,excercise
TRIP13,excercise
TRPA1,excercise
TRPC6,excercise
TRPM4,excercise
TRPM5,excercise
TRPM6,excercise
TRPM8,excercise
TRPV1,excercise
TRPV3,excercise
TRPV4,excercise
TSC1,excercise
TSC2,excercise
TSC22D1,excercise
TSHR,excercise
TSLP,excercise
TSNAX,excercise
TSPEAR,excercise
TSPY23P,excercise
TTC12,excercise
TTC14,excercise
TTC21A,excercise
TTC26,excercise
TTC29,excercise
TTC6,excercise
TTN,excercise
TTR,excercise
TTTY10,excercise
TTTY11,excercise
TTTY14,excercise
TTTY15,excercise
TTTY16,excercise
TTYH1,excercise
TUB,excercise
TUBB8,excercise
TUSC2P1,excercise
TXLNG2P,excercise
TXLNGY,excercise
TXNRD1,excercise
TXNRD2,excercise
TYK2,excercise
TYMS,excercise
TYR,excercise
TYRO3,excercise
TYRP1,excercise
UBA5,excercise
UBE2D3,excercise
UBE2V1P3,excercise
UBQLN2,excercise
UCP1,excercise
UGGT2,excercise
UGT1A1,excercise
UGT1A10,excercise
UGT1A3,excercise
UGT1A4,excercise
UGT1A5,excercise
UGT1A6,excercise
UGT1A7,excercise
UGT1A8,excercise
UGT1A9,excercise
UGT2B15,excercise
UGT2B17,excercise
UGT2B7,excercise
UGT8,excercise
UNC13C,excercise
UNC13D,excercise
UQCC,excercise
UROD,excercise
UROS,excercise
USH1C,excercise
USH1G,excercise
USH2A,excercise
USP9Y,excercise
UTY,excercise
VAMP8,excercise
VARS,excercise
VCAN,excercise
VCL,excercise
VCP,excercise
VDR,excercise
VEGFA,excercise
VEGFB,excercise
VEGFC,excercise
VEZT,excercise
VHL,excercise
VKORC1,excercise
VLDLR,excercise
VPS35,excercise
VPS41,excercise
VPS53,excercise
VSX1,excercise
VWF,excercise
WDFY3,excercise
WDPCP,excercise
WDR36,excercise
WDR45,excercise
WDR62,excercise
WDR66,excercise
WFS1,excercise
WISP3,excercise
WNT2,excercise
WNT4,excercise
WRN,excercise
WT1,excercise
WWC1,excercise
WWOX,excercise
WWTR1,excercise
XAB2,excercise
XIAP,excercise
XPC,excercise
XPNPEP2,excercise
XRCC1,excercise
XRCC2,excercise
YAP1,excercise
YARS2,excercise
YDJC,excercise
ZBED9,excercise
ZBTB40,excercise
ZBTB7A,excercise
ZBTB7B,excercise
ZDHHC9,excercise
ZEB1,excercise
ZEB2,excercise
ZFHX2,excercise
ZFPM1,excercise
ZFPM2,excercise
ZFY,excercise
ZFYVE26,excercise
ZKSCAN3,excercise
ZMAT4,excercise
ZNF285B,excercise
ZNF295-AS1,excercise
ZNF365,excercise
ZNF644,excercise
ZNF80,excercise
ZNF804A,excercise
ZNRF3,excercise
ZSCAN25,excercise
ZSCAN31,excercise
ZSWIM6,excercise
A4GALT,alcohol
AANAT,alcohol
AARS,alcohol
AARS2,alcohol
ABCA1,alcohol
ABCA12,alcohol
ABCA3,alcohol
ABCA4,alcohol
ABCA7,alcohol
ABCB1,alcohol
ABCB4,alcohol
ABCB6,alcohol
ABCC11,alcohol
ABCC2,alcohol
ABCC4,alcohol
ABCC6,alcohol
ABCC8,alcohol
ABCC9,alcohol
ABCD1,alcohol
ABCG2,alcohol
ABCG8,alcohol
ABL1,alcohol
ABO,alcohol
ABP1,alcohol
ACADM,alcohol
ACADVL,alcohol
ACAT1,alcohol
ACE,alcohol
ACKR1,alcohol
ACSF3,alcohol
ACTA1,alcohol
ACTA2,alcohol
ACTC1,alcohol
ACTG1,alcohol
ACTN1,alcohol
ACTN3,alcohol
ACTN4,alcohol
ACVR1,alcohol
ACVR1B,alcohol
ACVRL1,alcohol
ADA,alcohol
